"Make","Model","Price","Year","Kilometer","Engine","Max.Power","Max.Torque","Length","Width","Seating.Capacity","Fuel.Tank.Capacity"
"Ssangyong","Rexton RX7",975000,2013,"72000",2696,184,402,"4755",1900,7,78
"BMW","X1 sDrive20d xLine",3025000,2019,"59000",1995,184,350,"4454",2044,5,63
"Audi","A3 35 TDI Premium Plus",1390000,2014,"85900",1968,141,320,"4456",1796,5,50
"Maruti Suzuki","DZire ZXi AGS",950000,2022,"10000",1197,89,113,"3995",1735,5,37
"Audi","Q7 45 TDI Technology Pack",5900000,2018,"47000",2967,245,600,"5052",1968,7,75
"Maruti Suzuki","Swift VXi",409999,2014,"55000",1197,85,114,"3850",1695,5,42
"Volkswagen","Ameo Trendline 1.5L (D)",575000,2017,"69508",1498,109,250,"3995",1682,5,45
"Honda","City ZX Diesel",1450000,2022,"2500",1498,98,200,"4549",1748,5,40
"Mercedes-Benz","E-Class E200 CGI Blue Efficiency",1650000,2014,"53089",1796,186,285,"4868",1854,5,80
"Maruti Suzuki","Ciaz Alpha Hybrid 1.5 AT [2018-2020]",823000,2018,"90000",1462,103,138,"4490",1730,5,43
"Tata","Harrier XZ",2095000,2021,"23000",1956,168,350,"4598",1894,5,50
"Hyundai","Grand i10 Magna U2 1.2 CRDi",335000,2016,"64000",1186,74,190,"3765",1660,5,43
"Hyundai","Grand i10 Sports Edition 1.2L Kappa VTVT",649000,2020,"52236",1197,81,114,"3765",1660,5,43
"Honda","City 1.5 V MT",400000,2013,"76000",1497,116,146,"4440",1695,5,42
"BMW","3-Series 330i M Sport Edition",5500000,2020,"19000",1998,248,350,"4633",1811,5,57
"Toyota","Fortuner 3.0 4x2 MT",1375000,2013,"97000",2982,169,343,"4705",1840,7,80
"Hyundai","Creta SX Plus 1.6 AT CRDI",1190000,2018,"76000",1582,126,265,"4270",1780,5,60
"Tata","Harrier XT Plus Dark Edition",1930000,2021,"15000",1956,168,350,"4598",1894,5,50
"Toyota","Innova 2.5 GX BS IV 7 STR",990000,2015,"98000",2494,101,200,"4585",1765,7,55
"Hyundai","Elite i20 Asta 1.2 (O) [2016]",725000,2017,"36597",1197,82,115,"3985",1734,5,45
"Mercedes-Benz","C-Class C220d Progressive",6100000,2022,"500",1950,192,400,"4686",1810,5,66
"Maruti Suzuki","Ciaz VXi",575000,2015,"48000",1373,91,130,"4490",1730,5,43
"Land Rover","Discovery Sport HSE Luxury",3200000,2016,"55000",1999,177,430,"4600",2069,7,65
"Toyota","Innova ZX 2.4 AT 7 STR",2850000,2022,"16000",2393,148,360,"4735",1830,7,55
"Maruti Suzuki","Ertiga ZXI+",725000,2016,"53000",1373,94,130,"4296",1695,7,45
"Nissan","Sunny XV Diesel",380000,2013,"35000",1461,85,200,"4425",1695,5,41
"Honda","Amaze 1.2 VX AT i-VTEC",434999,2014,"50000",1199,89,110,"3990",1680,5,35
"Volkswagen","Polo Comfortline 1.2L (P)",425000,2016,"52600",1198,74,110,"3971",1682,5,45
"Honda","Amaze 1.2 E MT Petrol [2018-2020]",675000,2020,"25000",1199,89,110,"3995",1695,5,35
"Hyundai","Xcent S 1.2",399000,2014,"74000",1197,81,114,"3995",1660,5,43
"Volkswagen","Vento Highline Diesel AT",685000,2015,"85000",1498,103,250,"4384",1699,5,55
"Volkswagen","Vento Highline Plus 1.6 (P)",940000,2021,"35000",1598,103,153,"4390",1699,5,55
"Mercedes-Benz","GLS 450 4MATIC",13100000,2021,"17000",2999,362,500,"5207",2157,7,90
"Audi","Q5 2.0 TDI quattro Technology Pack",2690000,2016,"57000",1968,174,380,"4629",1898,5,75
"Honda","City VX",1255000,2021,"10000",1497,117,145,"4440",1695,5,40
"Hyundai","Grand i10 Magna 1.2 Kappa VTVT [2013-2016]",390000,2014,"46000",1197,81,114,"3765",1660,5,43
"Hyundai","Verna Fluidic 1.6 CRDi SX Opt",525000,2014,"64000",1582,126,260,"4370",1700,5,43
"Audi","Q2 Premium 40 TFSI quattro",3450000,2022,"4600",1984,188,320,"4318",1805,5,55
"Mahindra","XUV500 W10",1090000,2017,"144933",2179,138,330,"4585",1890,7,70
"Toyota","Etios 1.2 G",434999,2015,"32545",1197,79,104,"3895",1735,5,45
"Hyundai","Tucson GL 2WD AT Diesel",2089999,2019,"31000",1995,182,400,"4475",1850,5,62
"Maruti Suzuki","Swift DZire VDI",500000,2015,"50000",1248,74,190,"3995",1695,5,42
"Maruti Suzuki","Swift DZire VDI",400000,2015,"65000",1248,74,190,"3995",1695,5,42
"Hyundai","i10 Era 1.1 iRDE2 [2010-2017]",225000,2012,"26000",1086,68,99,"3585",1595,5,35
"Mahindra","XUV300 1.5 W6 [2019-2020]",965000,2021,"27000",1497,115,300,"3995",1821,5,42
"Hyundai","Creta E Plus 1.4 CRDI",825000,2017,"62000",1396,89,224,"4270",1780,5,60
"Hyundai","Santro GL Plus",254999,2012,"17000",1086,62,96,"3565",1525,5,35
"Mahindra","Bolero SLE BS IV",525000,2015,"39234",2523,63,195,"4107",1745,7,60
"Ford","Ecosport Trend 1.5 TDCi",285000,2013,"72000",1498,89,204,"3999",1765,5,52
"Chevrolet","Beat LT Diesel",229999,2011,"41215",936,58,150,"3640",1595,5,35
"Volvo","XC40 T4 R-Design",4400000,2020,"16519",1969,187,300,"4425",1863,5,54
"Maruti Suzuki","Alto VXi",200000,2011,"51000",998,67,90,"3620",1475,5,35
"Maruti Suzuki","Vitara Brezza ZDi Plus AGS",1011000,2019,"74179",1248,89,200,"3995",1790,5,48
"Mercedes-Benz","GLC 220d 4MATIC Progressive [2019-2021]",6500000,2020,"13000",1950,192,400,"4658",1890,5,66
"Maruti Suzuki","S-Cross Alpha 1.6",1063000,2019,"31056",1598,118,320,"4300",1765,5,48
"Maruti Suzuki","Ertiga VXI AT",675000,2016,"49148",1373,94,130,"4265",1695,7,45
"Mercedes-Benz","E-Class E 220 d Avantgarde",7475000,2021,"13000",1950,192,400,"5063",1860,5,80
"Mercedes-Benz","GLC 220d 4MATIC Progressive",7000000,2021,"19000",1950,192,400,"4658",1890,5,66
"Audi","Q5 2.0 TDI quattro Premium",2175000,2015,"152000",1968,174,380,"4629",1898,5,75
"Honda","City VX CVT",690000,2015,"59000",1497,117,145,"4440",1695,5,40
"Audi","A3 35 TDI Technology + Sunroof",1525000,2016,"32000",1968,141,320,"4456",1796,5,50
"Honda","Accord 2.4 AT",475000,2011,"72000",2354,178,222,"4950",1845,5,70
"Hyundai","Verna SX Plus 1.6 CRDi AT",1123000,2017,"80000",1582,126,260,"4440",1729,5,45
"Maruti Suzuki","Ertiga ZXi AT",990000,2019,"21894",1462,103,138,"4395",1735,7,45
"BMW","5-Series 530d M Sport [2013-2017]",5250000,2018,"21000",2993,258,560,"4899",2094,5,65
"Honda","Amaze 1.5 VX i-DTEC",515000,2015,"63587",1498,99,200,"3990",1680,5,35
"Maruti Suzuki","Ciaz Delta Hybrid 1.5 AT [2018-2020]",850000,2019,"32000",1462,103,138,"4490",1730,5,43
"Maruti Suzuki","Vitara Brezza VDi",865000,2018,"53694",1248,89,200,"3995",1790,5,48
"Mercedes-Benz","GL-Class 350 CDI",3390000,2015,"91100",2987,258,619,"5120",1934,7,100
"Audi","A6 2.0 TDI Premium Plus",1450000,2014,"58000",1968,177,380,"4915",1874,5,65
"Mahindra","Scorpio S2",650000,2015,"104000",2523,75,200,"4456",1820,8,60
"Audi","A4 2.0 TDI (177bhp) Premium Plus",1175000,2013,"50000",1968,177,380,"4701",1826,5,63
"Hyundai","Eon Magna +",325000,2017,"56000",814,55,75,"3495",1550,5,32
"Renault","Duster 85 PS RxL Diesel",525000,2014,"48000",1461,84,200,"4315",1822,5,50
"Maruti Suzuki","Ertiga ZXi Plus",1225000,2021,"23000",1462,103,138,"4395",1735,7,45
"Mercedes-Benz","A-Class Sedan 200d",4200000,2021,"5600",1950,147,320,"4549",1796,5,43
"Hyundai","Elite i20 Asta 1.2",550000,2015,"33000",1197,82,115,"3985",1734,5,45
"Hyundai","Creta SX 1.6 CRDi",1275000,2019,"58900",1582,126,260,"4270",1780,5,55
"Land Rover","Discovery Sport HSE Luxury",3900000,2016,"20000",1999,177,430,"4600",2069,7,65
"Renault","Kwid RXT [2015-2019]",434999,2019,"32000",799,53,72,"3679",1579,5,28
"Maruti Suzuki","Ertiga VXI",775000,2017,"71000",1373,94,130,"4296",1695,7,45
"Hyundai","Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018]",560000,2017,"29000",1197,81,114,"3765",1660,5,43
"Toyota","Innova 2.5 ZX 7 STR BS-IV",1000000,2014,"158690",2494,100,200,"4585",1760,7,55
"Mercedes-Benz","GLE 350 d",5000000,2016,"61000",2987,255,620,"4819",2141,5,93
"Maruti Suzuki","Ciaz ZDi (O) [2014-2015]",635000,2016,"92000",1248,89,200,"4490",1730,5,43
"Maruti Suzuki","DZire VXi",650000,2020,"42000",1197,89,113,"3995",1735,5,37
"Datsun","Go T (O)",345000,2019,"60969",1198,67,104,"3785",1635,5,35
"Mahindra","XUV500 W6 2013",865000,2017,"93000",2179,140,330,"4585",1890,7,70
"Audi","A4 2.0 TDI (143bhp)",1380000,2014,"100000",1968,141,320,"4701",1826,5,63
"Maruti Suzuki","Ciaz S 1.4 MT",585000,2018,"31000",1373,91,130,"4490",1730,5,43
"Toyota","Glanza G",690000,2020,"55000",1197,82,113,"3995",1745,5,37
"Maruti Suzuki","Wagon R LXI CNG (O)",380000,2018,"68320",998,58,77,"3599",1495,5,35
"Tata","Hexa XM 4x2 7 STR",850000,2018,"65000",2179,154,400,"4788",1903,7,60
"Toyota","Fortuner 3.0 4x4 MT",1750000,2013,"95000",2982,169,343,"4705",1840,7,80
"Maruti Suzuki","Ritz Vdi BS-IV",275000,2013,"85785",1248,73,190,"3775",1680,5,43
"Volkswagen","Vento Comfortline 1.6 (P)",690000,2018,"38000",1598,103,153,"4390",1699,5,55
"Hyundai","Elite i20 Asta 1.0 Turbo IMT Dual Tone",1130000,2020,"12905",998,118,172,"3995",1775,5,37
"Toyota","Innova 2.8 ZX AT 7 STR [2016-2020]",2295000,2019,"26000",2755,172,360,"4735",1830,7,55
"Mercedes-Benz","A-Class Sedan 200",4100000,2021,"9000",1332,161,250,"4549",1796,5,43
"Tata","Nexon XM Diesel",725000,2018,"65000",1497,108,260,"3994",1811,5,44
"Hyundai","Elite i20 Magna Executive 1.2",595000,2019,"48000",1197,82,115,"3985",1734,5,40
"Hyundai","i10 Magna 1.2 Kappa2",290000,2011,"91000",1197,79,112,"3585",1595,5,35
"Jeep","Wrangler Rubicon",6100000,2022,"15000",1995,268,400,"4882",1894,5,81
"Mahindra","XUV300 1.5 W6 [2019-2020]",1080000,2020,"52000",1497,115,300,"3995",1821,5,42
"Toyota","Etios GD",299000,2013,"90000",1364,68,170,"4265",1695,5,45
"Maruti Suzuki","Swift Lxi (O) [2014-2017]",575000,2018,"58000",1197,83,115,"3850",1695,5,42
"Honda","Amaze 1.2 S AT i-VTEC",390000,2014,"67000",1198,87,109,"3990",1680,5,35
"Mahindra","Scorpio S10",875000,2015,"67000",2179,120,280,"4456",1820,8,60
"Hyundai","Venue SX 1.4 CRDi",1175000,2021,"37556",1396,89,220,"3995",1770,5,45
"Maruti Suzuki","Alto VXi",260000,2012,"54000",998,67,90,"3620",1475,5,35
"Honda","Amaze 1.2 E i-VTEC",650000,2019,"42000",1198,87,109,"3990",1680,5,35
"Volkswagen","Ameo Highline1.2L (P) [2016-2018]",625000,2017,"55000",1198,74,110,"3995",1682,5,45
"MG","Hector Sharp 2.0 Diesel [2019-2020]",1725000,2019,"23952",1956,169,350,"4655",1835,5,60
"Maruti Suzuki","Wagon R LXI CNG (O)",299000,2015,"92000",998,58,77,"3599",1495,5,35
"Hyundai","i10 Sportz 1.2 AT Kappa2",375000,2013,"34000",1197,79,112,"3585",1595,5,35
"Maruti Suzuki","Celerio ZXi AMT",639000,2020,"44300",998,67,90,"3695",1600,5,35
"Maruti Suzuki","Ciaz VDi+ SHVS",591000,2015,"65000",1248,89,200,"4490",1730,5,43
"Mercedes-Benz","GLE 250 d",4200000,2018,"102000",2143,201,500,"4819",2141,5,93
"Kia","Seltos HTX 1.5 [2020-2021]",1399000,2021,"11000",1497,113,144,"4315",1800,5,50
"Hyundai","Aura S 1.2 CNG",740000,2020,"39000",1197,68,95,"3995",1680,5,65
"BMW","5-Series 530d M Sport [2013-2017]",1600000,2013,"80000",2993,258,560,"4899",2094,5,65
"Honda","City S Diesel",250000,2017,"132683",1498,99,200,"4440",1695,5,40
"Renault","Duster 85 PS Sandstorm Edition Diesel",625000,2017,"81000",1461,84,200,"4315",1822,5,50
"BMW","5-Series 520d Luxury Line [2017-2019]",4800000,2019,"30000",1995,188,400,"4936",1868,5,65
"Maruti Suzuki","Swift ZXi",575000,2015,"50599",1197,85,114,"3850",1695,5,42
"BMW","X1 sDrive20d xLine",2800000,2017,"29000",1995,184,350,"4454",2044,5,63
"Honda","Jazz VX CVT Petrol",785000,2018,"23000",1199,89,110,"3955",1694,5,40
"Land Rover","Discovery Sport HSE Luxury 7-Seater",4575000,2019,"50000",2179,188,420,"4600",2069,7,65
"Audi","Q3 35 TDI Premium + Sunroof",1950000,2016,"84878",1968,174,380,"4385",1831,5,64
"BMW","5-Series 520d Luxury Line [2017-2019]",4800000,2019,"31000",1995,188,400,"4936",1868,5,65
"Toyota","Innova 2.4 VX 8 STR [2016-2020]",1998999,2019,"71063",2393,148,343,"4735",1830,8,55
"Ford","Ecosport Ambiente 1.5L Ti-VCT",475000,2016,"69001",1499,110,140,"3999",1765,5,52
"Hyundai","Verna Fluidic 1.6 CRDi SX",415000,2014,"62000",1582,126,260,"4370",1700,5,43
"Hyundai","i20 Magna (O) 1.4 CRDI",375000,2012,"82000",1336,89,219,"3995",1710,5,45
"Toyota","Etios V",300000,2011,"49200",1496,80,132,"4265",1695,5,45
"Mahindra","Thar LX 4-STR Hard Top Petrol MT",1500000,2021,"8000",1997,150,300,"3985",1820,4,57
"Maruti Suzuki","Vitara Brezza VDi (O) [2016-2018]",975000,2019,"58000",1248,89,200,"3995",1790,5,48
"Maruti Suzuki","Alto VXi [2014-2019]",370000,2015,"64000",998,67,90,"3545",1490,5,35
"Hyundai","i10 Era 1.1 iRDE2 [2010-2017]",250000,2012,"48568",1086,68,99,"3585",1595,5,35
"Jaguar","XJ 3.0 V6 Portfolio",3150000,2014,"66500",2993,271,600,"5252",1899,5,83
"Mahindra","XUV500 W9 [2018-2020]",1115000,2018,"58590",2179,153,360,"4585",1890,7,70
"Maruti Suzuki","Swift VXi",299000,2013,"47000",1197,85,114,"3850",1695,5,42
"Hyundai","i20 Magna 1.2",300000,2014,"40000",1197,83,113,"3995",1710,5,45
"Skoda","Superb Sportline AT",3325000,2021,"13092",1984,188,320,"4869",1864,5,66
"Audi","A4 35 TDI Premium",1950000,2016,"57057",1968,177,380,"4701",1826,5,63
"Maruti Suzuki","Swift DZire VDI",500000,2015,"90000",1248,74,190,"3995",1695,5,42
"Hyundai","i20 Active 1.2 SX",595000,2015,"45000",1197,82,115,"3995",1760,5,45
"Maruti Suzuki","Celerio X Zxi AMT [2017-2019]",484999,2018,"44000",998,67,90,"3715",1635,5,35
"Mahindra","Thar LX 4-STR Convertible Diesel MT",1700000,2021,"17000",2184,130,300,"3985",1820,4,57
"Maruti Suzuki","Wagon R VXi 1.2",579000,2019,"50860",1197,82,113,"3655",1620,5,32
"Ford","Endeavour Titanium 2.0 4x2 AT",3800000,2020,"20000",1996,168,420,"4903",1869,7,80
"Toyota","Fortuner 2.8 4x2 AT [2016-2020]",3290000,2018,"51000",2755,174,450,"4795",1855,7,80
"Mercedes-Benz","C-Class C 220d Progressive [2018-2019]",4250000,2018,"24000",1950,192,400,"4686",1810,5,66
"Maruti Suzuki","Baleno Delta 1.2",535000,2017,"34908",1197,83,115,"3995",1745,5,37
"Renault","Duster 110 PS RXL 4X2 AMT [2016-2017]",775000,2017,"67000",1461,108,248,"4315",1822,5,50
"Maruti Suzuki","Celerio VXi AMT",345000,2014,"19000",998,67,90,"3600",1600,5,35
"Skoda","Octavia RS",3400000,2019,"30600",1984,227,350,"4689",1814,5,50
"BMW","5-Series 520d Luxury Line [2017-2019]",4500000,2018,"49500",1995,188,400,"4936",1868,5,65
"Honda","Jazz V Petrol",525000,2016,"18800",1199,89,110,"3955",1694,5,40
"Hyundai","Elite i20 Asta 1.2 [2016-2017]",650000,2016,"100000",1197,82,115,"3985",1734,5,45
"Hyundai","Creta 1.6 SX Plus AT Petrol",1074000,2017,"50050",1591,122,154,"4270",1780,5,60
"Hyundai","Creta 1.6 SX",1750000,2021,"14000",1582,126,265,"4270",1780,5,60
"Nissan","Terrano XL D Plus",590000,2014,"55000",1461,84,200,"4331",1822,5,50
"Ford","Mustang GT Fastback 5.0L v8",7990000,2018,"23000",4951,396,515,"4784",2080,4,60.9
"Hyundai","Creta SX (O) 1.5 Diesel [2020-2022]",1725000,2020,"35000",1493,113,250,"4300",1790,5,50
"Maruti Suzuki","Celerio ZXi AMT [2019-2020]",630000,2019,"20734",998,67,90,"3695",1600,5,35
"Mercedes-Benz","CLS 300d [2018-2019]",6975000,2020,"15200",1950,241,500,"4988",1890,5,66
"Toyota","Fortuner 3.0 4x2 MT",1375000,2013,"83000",2982,169,343,"4705",1840,7,80
"Honda","Amaze 1.5 S i-DTEC",425000,2014,"75000",1498,99,200,"3990",1680,5,35
"Toyota","Innova 2.8 GX AT 8 STR [2016-2020]",2196000,2019,"42794",2755,172,360,"4735",1830,8,55
"Mercedes-Benz","V-Class Elite LWB",6300000,2020,"40000",1950,161,380,"5140",1928,6,57
"Audi","A3 35 TDI Premium Plus + Sunroof",2950000,2018,"17300",1968,141,320,"4456",1796,5,50
"Mahindra","Scorpio S6 Plus Intelli-Hybrid",985000,2017,"68000",2179,120,280,"4456",1820,8,60
"Hyundai","Venue S 1.0 AT Petrol [2019-2020]",750000,2019,"43600",998,118,172,"3995",1770,5,45
"Maruti Suzuki","Wagon R VXi (O)",450000,2018,"43000",998,67,90,"3636",1475,5,35
"Maruti Suzuki","Vitara Brezza VXi",849000,2021,"17283",1462,103,138,"3995",1790,5,48
"Maruti Suzuki","Swift DZire VXI",430000,2014,"59000",1197,85,114,"3995",1695,5,42
"Maruti Suzuki","Ertiga VDI SHVS",740000,2017,"88000",1248,89,200,"4296",1695,7,45
"BMW","X7 xDrive40i M Sport",12500000,2021,"9500",2998,335,450,"5151",2000,6,83
"Hyundai","Creta SX 1.6 AT Petrol",1260000,2018,"36000",1591,122,151,"4270",1780,5,55
"Renault","Kwid RXT [2015-2019]",250000,2017,"32000",799,53,72,"3679",1579,5,28
"Hyundai","Verna SX (O) AT Anniversary Edition 1.6 VTVT",975000,2018,"53300",1591,121,151,"4440",1729,5,45
"Audi","A4 Premium Plus 40 TFSI",4151000,2022,"1",1984,188,320,"4762",1847,5,54
"BMW","X1 sDrive20d",3250000,2020,"32005",1995,184,380,"4454",1798,5,61
"Ford","Endeavour Titanium 3.2 4x4 AT",3450000,2018,"35000",3198,197,470,"4892",1860,7,80
"BMW","X3 xDrive30i M Sport",6680000,2022,"18223",1998,248,350,"4708",1891,5,60
"Mahindra","TUV300 T8",600000,2016,"92000",1493,84,230,"3995",1835,7,60
"Hyundai","Elantra 2.0 SX (O) AT",1465000,2019,"22000",1999,150,192,"4570",1800,5,50
"Hyundai","Verna Fluidic 1.6 VTVT SX",475000,2014,"62000",1591,121,158,"4370",1700,5,43
"Renault","Kiger RXZ AMT",1000000,2022,"4000",999,71,96,"3991",1750,5,40
"Toyota","Innova 2.8 ZX AT 7 STR [2016-2020]",1850000,2016,"72000",2755,172,360,"4735",1830,7,55
"Maruti Suzuki","Ciaz ZXI+",570000,2015,"60798",1373,91,130,"4490",1730,5,43
"Hyundai","Verna 1.6 VTVT SX AT",770000,2016,"20000",1591,121,158,"4375",1700,5,43
"Honda","City V CVT Petrol [2017-2019]",1040000,2019,"18000",1497,117,145,"4440",1695,5,40
"Mahindra","Scorpio SLE BS-IV",675000,2014,"78000",2179,120,290,"4430",1817,8,60
"Maruti Suzuki","Swift DZire VXI",450000,2014,"52000",1197,85,114,"3995",1695,5,42
"Maruti Suzuki","Swift ZXi",800000,2022,"10000",1197,89,113,"3845",1735,5,37
"Tata","Safari 2.2 VX 4x2 Varicor400",2200000,2021,"32000",2179,154,400,"4655",1965,7,63
"Mahindra","XUV500 W10",1075000,2015,"138000",2179,138,330,"4585",1890,7,70
"Maruti Suzuki","DZire LDi",560000,2018,"84500",1248,74,190,"3995",1735,5,37
"Hyundai","Grand i10 Sportz 1.2 Kappa VTVT [2013-2016]",450000,2016,"47000",1197,81,114,"3765",1660,5,43
"Volvo","S90 Momentum D4 [2018-2020]",4175000,2018,"20000",1969,190,400,"4963",1879,5,55
"MINI","Cooper JCW Hatchback",5200000,2022,"0",1998,228,320,"3850",1727,4,44
"Hyundai","Verna EX 1.6 CRDi [2017-2018]",810000,2018,"73000",1582,126,260,"4440",1729,5,45
"Mercedes-Benz","S-Class S 500",1875000,2011,"72000",4663,453,700,"5246",1899,4,80
"Honda","Jazz S AT [2015-2016]",520000,2015,"42000",1198,87,110,"3955",1694,5,40
"Mercedes-Benz","GLE 300d 4MATIC LWB",8900000,2021,"9000",1950,241,500,"4924",2157,5,93
"Maruti Suzuki","Swift VDi",425000,2015,"36528",1248,74,190,"3850",1695,5,42
"Maruti Suzuki","Swift VXi",325000,2012,"30000",1197,85,114,"3850",1695,5,42
"Volvo","XC60 Inscription",1950000,2016,"79000",2400,215,440,"4644",1891,5,70
"BMW","X3 xDrive-20d xLine",5300000,2019,"15087",1995,190,400,"4657",1881,5,67
"Mahindra","Scorpio S2",950000,2018,"41000",2523,75,200,"4456",1820,8,60
"Volvo","XC90 D5 Inscription",8500000,2021,"32500",1969,232,480,"4953",2008,7,71
"Audi","A6 35 TDI Matrix",1975000,2015,"61000",1968,190,400,"4933",1874,5,75
"Mercedes-Benz","GLE 250 d",4200000,2017,"85000",2143,201,500,"4819",2141,5,93
"Mercedes-Benz","C-Class C 220d Progressive [2018-2019]",3500000,2019,"55000",1950,192,400,"4686",1810,5,66
"Renault","Kwid CLIMBER 1.0 [2017-2019]",375000,2017,"45000",999,67,91,"3679",1579,5,28
"Mercedes-Benz","GLA 200 d Sport",1825000,2016,"58000",2143,134,300,"4424",1804,5,50
"Mahindra","Thar LX 4-STR Hard Top Petrol AT",1710000,2021,"4400",1997,150,320,"3985",1820,4,57
"Maruti Suzuki","Celerio VXi AMT",375000,2014,"35000",998,67,90,"3600",1600,5,35
"Maruti Suzuki","Alto 800 Vxi",285000,2016,"22346",796,47,69,"3395",1490,5,35
"Mahindra","Thar AX 6-STR Soft Top Petrol MT",1850000,2021,"23280",1997,150,300,"3985",1820,6,57
"Maruti Suzuki","Ertiga ZDi",621000,2013,"72000",1248,89,200,"4265",1695,7,45
"Mitsubishi","Pajero 2.5 AT",1475000,2016,"82000",2477,176,350,"4695",1815,7,70
"Toyota","Fortuner 3.0 4x2 AT",1800000,2015,"86000",2982,169,360,"4705",1840,7,80
"Hyundai","Grand i10 Magna 1.2 Kappa VTVT [2013-2016]",399000,2018,"38000",1197,81,114,"3765",1660,5,43
"Hyundai","Creta 1.6 SX Plus Special Edition",890000,2015,"138314",1582,126,265,"4270",1780,5,60
"Hyundai","Verna Fluidic 1.6 VTVT SX Opt AT",1325000,2021,"9900",1591,121,158,"4370",1700,5,43
"Mercedes-Benz","E-Class E 220d Expression [2019-2019]",4775000,2018,"51529",1950,192,400,"5063",1860,5,80
"Mahindra","Quanto C4",249000,2013,"60000",1493,100,240,"3985",1850,7,55
"Maruti Suzuki","Celerio VXi (O) [2019-2020]",509999,2019,"48000",998,67,90,"3695",1600,5,35
"Jeep","Compass Limited 2.0 Diesel 4x4 [2017-2020]",1450000,2018,"90000",1956,171,350,"4395",1818,5,60
"Maruti Suzuki","S-Cross Delta 1.6",640000,2017,"63000",1598,118,320,"4300",1765,5,48
"Maruti Suzuki","Celerio LDi [2015-2017]",299000,2017,"65822",793,46,125,"3600",1600,5,35
"Mercedes-Benz","S-Class 350 CDI L",1495000,2011,"72100",2987,235,490,"5226",2120,5,90
"Porsche","Cayenne Base",14900000,2021,"7534",2995,335,450,"4918",1983,5,75
"Toyota","Etios Liva G",350000,2013,"34000",1197,80,104,"3775",1695,5,45
"Toyota","Innova 2.4 VX 7 STR [2016-2020]",1421000,2017,"75000",2393,148,343,"4735",1830,7,55
"Honda","Jazz V AT Petrol",595000,2017,"99000",1199,89,110,"3955",1694,5,40
"Maruti Suzuki","Swift DZire VDI",351000,2013,"42000",1248,74,190,"3995",1695,5,42
"Mahindra","XUV500 W8 AWD",975000,2017,"78000",2179,140,330,"4585",1890,7,70
"Maruti Suzuki","Ciaz Delta Hybrid 1.5 [2018-2020]",825000,2019,"44000",1462,103,138,"4490",1730,5,43
"Tata","Hexa XT 4x2 6 STR",1050000,2017,"88757",2179,154,400,"4788",1903,6,60
"Audi","Q3 30 TDI Premium FWD",1970000,2017,"85000",1968,150,340,"4385",1831,5,64
"BMW","2 Series Gran Coupe 220d M Sport [2020-2021]",4100000,2020,"12136",1995,188,400,"4526",1800,5,50
"Audi","A4 35 TDI Premium Sunroof",1525000,2015,"49000",1968,177,380,"4701",1826,5,63
"Mercedes-Benz","A-Class Sedan 200",4150000,2021,"6000",1332,161,250,"4549",1796,5,43
"Maruti Suzuki","Vitara Brezza ZDi Plus",725000,2017,"64000",1248,89,200,"3995",1790,5,48
"Maruti Suzuki","Baleno Delta 1.2",650000,2018,"32000",1197,83,115,"3995",1745,5,37
"Maruti Suzuki","Swift Lxi (O) [2014-2017]",570000,2019,"13000",1197,83,115,"3850",1695,5,42
"Mahindra","Scorpio S5 2WD 7 STR",1220000,2020,"35000",2179,120,280,"4456",1820,7,60
"Mahindra","XUV500 W4 1.99",800000,2017,"112000",1997,138,320,"4585",1890,7,70
"Maruti Suzuki","Baleno Zeta 1.2 AT",660000,2017,"40000",1197,83,115,"3995",1745,5,37
"Honda","WR-V VX MT Petrol",575000,2017,"53580",1199,89,110,"3999",1734,5,40
"Mahindra","Quanto C8",240000,2013,"51500",1493,100,240,"3985",1850,7,55
"Honda","City V Petrol",950000,2019,"22000",1497,118,145,"4440",1695,5,40
"Renault","Kwid RXT [2015-2019]",419000,2017,"23700",799,53,72,"3679",1579,5,28
"Maruti Suzuki","Swift DZire VXI AT",750000,2017,"48069",1197,83,115,"3995",1695,5,42
"Audi","A4 35 TDI Premium Plus",3400000,2019,"48000",1968,188,400,"4726",1842,5,54
"Skoda","Octavia Elegance 2.0 TDI AT",1160000,2015,"47981",1968,141,320,"4659",1814,5,50
"Hyundai","Alcazar Platinum 7 STR 1.5 Diesel",1750000,2021,"26000",1493,113,250,"4500",1790,7,50
"Kia","Seltos HTK Plus AT 1.5 Diesel [2020-2021]",1575000,2020,"63000",1493,113,250,"4315",1800,5,50
"Toyota","Fortuner 2.8 4x2 AT [2016-2020]",2811000,2019,"71500",2755,174,450,"4795",1855,7,80
"Hyundai","Grand i10 Asta 1.2 Kappa VTVT [2013-2016]",475000,2016,"16630",1197,81,114,"3765",1660,5,43
"Audi","A6 35 TDI Matrix",4351000,2018,"36000",1968,190,400,"4933",1874,5,75
"Honda","City VX Petrol [2017-2019]",850000,2017,"47255",1497,117,145,"4440",1695,5,40
"Mahindra","XUV500 W5 [2018-2020]",1095000,2018,"50000",2179,153,360,"4585",1890,7,70
"BMW","5-Series 530d M Sport",7700000,2021,"18703",2993,261,620,"4963",1868,5,66
"Audi","A6 Technology 45 TFSI",5800000,2021,"7935",1984,241,370,"4939",1886,5,73
